"V1","V2","V3","V4","V5","V6","peakTF"
5,28,5855,12372,0.999746166103465,0.241354047766932,"MED1_G296S"
5,28,1068,12372,0.0885563275679425,2.3067879692185,"MED1_MDA-MB-231"
6,28,8512,12372,0.999999962684701,0.123080587610376,"MED1_GM12878"
5,28,5540,12372,0.999353928087457,0.267458083739146,"MED1_cardiomyocyte"
6,28,8060,12372,0.999999628259607,0.145292593926958,"MED1_SGBS"
10,28,7120,12372,0.994140079672594,0.408997609698143,"MED1_hMSC-TERT4"
6,28,7261,12372,0.999988470528004,0.191327767827923,"MED1_CD4"
6,28,6373,12372,0.999745777151061,0.256075486800484,"MED1_Jurkat"
10,28,6373,12372,0.969455547178653,0.522233850022474,"MED1_HUVEC-C"
3,28,3346,12372,0.990786862695733,0.323100043389111,"MED1_UCSD-AML1"
1,28,1003,12372,0.906516812352162,0.419256229535477,"MED1_adipocyte"
5,28,9928,12372,0.999999999999899,0.0530577159714581,"MED1_VCaP"
6,28,5115,12372,0.992397432420032,0.386246361536223,"MED1_AML"
9,28,7073,12372,0.99792578450832,0.354084719794705,"MED1_MOLM-14"
5,28,4193,12372,0.981825384242486,0.423387746667153,"MED1_P493-6"
11,28,9107,12372,0.999971725268865,0.231090322682646,"SUPT5H_U2OS"
6,28,5112,12372,0.992344594876777,0.386633491892097,"ZBTB11_K-562"
3,28,7466,12372,0.999999994991915,0.0784986839056437,"ZBTB11_HEK293"
2,28,1996,12372,0.953850494029389,0.399294473469359,"ZBTB11_MCF-7"
10,28,7332,12372,0.996612868625874,0.381072114944816,"ZNF263_K-562"
4,28,4140,12372,0.994181439201996,0.330777934810298,"ZNF263_HEK293T"
9,28,9296,12372,0.999999716774281,0.155951287057249,"ZNF263_Hep-G2"
11,28,10067,12372,0.999999867112769,0.147248269334176,"TCF12_GM12878"
8,28,8251,12372,0.999992450451542,0.199038159777556,"JUND_WA01"
8,28,6085,12372,0.992104624815157,0.41250386393823,"GTF2B_IMR-90"
3,28,5137,12372,0.999937675214968,0.168542735884109,"PRPF4_K-562"
6,28,6887,12372,0.999953985928614,0.216535169645338,"MORC2_HeLa"
9,28,8966,12372,0.999998328372435,0.179147672966551,"RB1_GM12878"
5,28,5593,12372,0.999445463444774,0.262859999779754,"RB1_MCF-7"
3,28,3289,12372,0.989463995185694,0.330787231134517,"HNRNPUL1_Hep-G2"
7,28,9140,12372,0.999999990358733,0.117229128172642,"REST_K-562"
5,28,5516,12372,0.999308045877869,0.269569332504272,"REST_HEK293"
6,28,8479,12372,0.99999995540744,0.124622049836403,"REST_hippocampus"
6,28,7318,12372,0.999990769292796,0.187710389561175,"REST_liver"
4,28,4197,12372,0.994930582746535,0.324015903951788,"REST_PFSK1"
9,28,9554,12372,0.99999994009305,0.1389330761527,"REST_A-549"
6,28,7308,12372,0.999990399864501,0.18834093250874,"REST_Hep-G2"
10,28,6687,12372,0.983955212612644,0.471543792873938,"REST_colorectal-cancer"
5,28,8924,12372,0.999999999729648,0.0835002553289742,"REST_neural"
2,28,1045,12372,0.69752245427667,0.833467230601946,"REST_SK-N-SH"
7,28,6154,12372,0.997994331462309,0.336049893626555,"ZNF639_HEK293"
6,28,7550,12372,0.999996389600858,0.173551056477762,"ZNF639_K-562"
4,28,5142,12372,0.999596805925722,0.233771301843593,"RBPJ_GIC"
6,28,8335,12372,0.999999904879272,0.131491411937596,"RBPJ_GSC8-11"
5,28,6073,12372,0.999872010975017,0.224875677051545,"RBPJ_THP-6"
5,28,6413,12372,0.999958847021913,0.201414303495374,"RBPJ_MDA-MB-157"
6,28,7441,12372,0.999994349626354,0.180093447461581,"ZBTB7A_HUDEP-2"
8,28,7039,12372,0.999381242027653,0.302289653426978,"SMARCA5_GM12878"
5,28,5353,12372,0.998907562059381,0.28440969616729,"SMC1A_MCF-7"
7,28,7754,12372,0.99998991046518,0.197823676123976,"SMC1A_monocyte"
7,28,9339,12372,0.999999997323207,0.107625865522684,"TARDBP_K-562"
8,28,9609,12372,0.999999995505813,0.114306036097117,"SP1_GM12878"
4,28,7470,12372,0.999999933033704,0.108921352202732,"SP1_HEK293"
6,28,7861,12372,0.999999063609561,0.155882352583986,"SP1_WA01"
6,28,7527,12372,0.999996027605714,0.174915775270802,"BMPR1A_HUVEC-C"
1,28,3039,12372,0.999630214522783,0.113461831910803,"FUS_K-562"
8,28,5403,12372,0.966831039667174,0.515248330142096,"RELA_Detroit-562"
7,28,3302,12372,0.650493022103992,0.915434537385408,"RELA_SW480"
3,28,4429,12372,0.999457972385553,0.214715376691827,"RELA_LNCaP"
3,28,3047,12372,0.981678668394311,0.366629166460156,"RELA_AC16"
4,28,1788,12372,0.591666528393799,0.986547612449584,"RELA_U2OS"
8,28,7728,12372,0.999938824273878,0.239615504260755,"RELA_GM12878"
6,28,6690,12372,0.999909171035206,0.230947470724171,"RELA_BJAB"
6,28,5801,12372,0.998646395057088,0.308253878377599,"RELA_MCF-7"
9,28,1276,12372,0.00144001980632327,4.14090163154746,"FOSL1_MDA-MB-231"
11,28,6490,12372,0.943964452563933,0.585769181286226,"FOSL1_BT-549"
8,28,2502,12372,0.189812420707078,1.57972329246552,"FOSL1_143B"
6,28,478,12372,0.000587839859027693,6.85713330361931,"FOSL1_HCT-116"
8,28,2415,12372,0.164337895606771,1.65126908785723,"FOSL1_MNNG-HOS"
4,28,5008,12372,0.999405484525837,0.244493932975145,"MAZ_A-549"
3,28,7852,12372,0.999999999349769,0.0687327173769023,"MAZ_MCF-7"
5,28,813,12372,0.0336792031538143,3.10327217208433,"RARA_hiPSC"
4,28,3501,12372,0.975573755679666,0.421670773446774,"ZNF281_K-562"
8,28,8650,12372,0.99999879792659,0.171387843576223,"BCL6_CD4"
3,28,3835,12372,0.997257120950234,0.266546530817318,"BCL6_OCI-Ly7"
8,28,7383,12372,0.999793789098194,0.269534315162315,"BCL6_B-cell"
8,28,9304,12372,0.999999966961562,0.131160403337703,"BCL6_OCI-Ly1"
8,28,8729,12372,0.999999188216993,0.166214017937307,"ZNF629_HEK293"
9,28,7751,12372,0.999740788152943,0.281597114792031,"GMEB1_K-562"
2,28,4397,12372,0.999925862532081,0.139130441489325,"SRF_MCF-7"
6,28,6760,12372,0.999928405287063,0.225729854923838,"SRF_Ishikawa"
6,28,6781,12372,0.999933390208377,0.224185635565829,"SRF_K-562"
5,28,7953,12372,0.999999931177263,0.120246785729304,"STAG1_erythroid"
10,28,7782,12372,0.999074501676942,0.326844762662395,"BACH1_GM12878"
5,28,7496,12372,0.999999411076083,0.140829053425742,"MCRS1_Hep-G2"
3,28,604,12372,0.154503100441171,2.34460540550637,"EPAS1_PC-3"
7,28,7916,12372,0.999994850656314,0.186944635723312,"SUPT5H_MOLT-4"
4,28,4564,12372,0.997993877922944,0.284526129094161,"RXRA_GM12878"
5,28,613,12372,0.0111875517557481,4.19536932434443,"RXRA_SK-N-SH"
8,28,3556,12372,0.579108047244338,0.991656291002347,"STAT1_FaDu"
7,28,7788,12372,0.999991216909574,0.1955028539375,"E2F6_A-549"
3,28,4488,12372,0.999542878860746,0.210311233262914,"SOX4_MDA-MB-231"
4,28,2292,12372,0.789296511965049,0.732536354736547,"SOX4_HCC1954"
7,28,6532,12372,0.999304603565255,0.29729388648717,"SOX4_MRC-5"
4,28,2387,12372,0.817088415561418,0.69669255976376,"XBP1_HS578T"
6,28,6116,12372,0.999445722538147,0.278309608220299,"RAD21_neural"
8,28,8070,12372,0.999983835297663,0.212485045113044,"RAD21_lymphoblast"
8,28,6386,12372,0.996197789757595,0.374189160350705,"RAD21_MDM"
5,28,7258,12372,0.999998356383929,0.152639138623053,"RAD21_MCF-7"
11,28,9224,12372,0.999983543159985,0.219945684825648,"RAD21_THP-1"
4,28,5683,12372,0.999924468676249,0.195626339808902,"RAD21_GP5D"
4,28,3716,12372,0.984583042238104,0.387597330915724,"ELK1_HeLa-S3"
6,28,3931,12372,0.920791710440046,0.585014035571421,"ELK1_K-562"
4,28,4343,12372,0.99646503645387,0.307505930281416,"ELK1_MCF-7"
7,28,7880,12372,0.999994004683328,0.189323502202457,"KDM5B_SUM159"
6,28,9329,12372,0.999999999762473,0.0883991614115724,"KDM5B_K-562"
3,28,6460,12372,0.999999506486943,0.109422671992972,"KDM5B_MCF-7"
3,28,4828,12372,0.999834529699448,0.187029050082627,"KLF7_HEK293"
4,28,1775,12372,0.585505945156517,0.995012560924644,"TEAD1_keratinocyte"
5,28,1081,12372,0.0921899930094534,2.27632555965684,"TEAD1_MSTO"
3,28,517,12372,0.110033364155616,2.76131966146663,"TEAD1_HCT-116"
4,28,1147,12372,0.258392572624812,1.63318550151734,"TEAD1_HUCCT1"
3,28,496,12372,0.100198776842818,2.88419960410742,"TEAD1_K-562"
1,28,1423,12372,0.967458317445396,0.2844893764309,"TEAD1_pancreas"
8,28,4540,12372,0.862914904199767,0.689516613040078,"TEAD1_adipocyte"
3,28,532,12372,0.117286682005603,2.67981060926127,"TEAD1_CCLP1"
8,28,5910,12372,0.988261717193185,0.436645138069641,"ZEB1_HEK293"
5,28,7383,12372,0.99999903427794,0.146312673750792,"CHD2_Hep-G2"
5,28,7569,12372,0.999999575239296,0.137373857695792,"CHD2_K-562"
4,28,3426,12372,0.971473323437575,0.434562150758752,"CHD2_A-549"
4,28,6952,12372,0.999999321245318,0.129462653029517,"CHD2_WA01"
7,28,9097,12372,0.999999987431152,0.119359507659052,"XRCC5_K-562"
10,28,8805,12372,0.999979014352242,0.224213041588643,"ZFP64_HEK293"
6,28,8121,12372,0.999999722776025,0.142150499258931,"MTA2_RH4"
4,28,6983,12372,0.999999404762848,0.128147512928179,"MTA2_pre-B-cell"
8,28,8797,12372,0.999999425787085,0.161835365837644,"IRF1_K-562"
9,28,9537,12372,0.999999933301446,0.140026069733346,"MTA3_K-562"
8,28,2771,12372,0.279054396981013,1.38700248958655,"HIF1A_U2OS"
6,28,8609,12372,0.999999978122983,0.118618113179705,"MLX_Hep-G2"
5,28,7574,12372,0.999999584729254,0.137139645654296,"YY1AP1_PC-9"
