V1,V2,V3,V4,V5,V6,peakTF
2,37,287,12372,0.211584066,2.415701752,SNRNP70_K-562
9,37,7900,12372,0.999999817,0.181046069,ZBTB48_HEK293
16,37,9604,12372,0.999998783,0.218323833,NFKBIZ_Hep-G2
9,37,6110,12372,0.999518372,0.328436861,CHD1_K-562
11,37,6663,12372,0.999152839,0.361475564,CHD1_A-549
6,37,7436,12372,0.999999994,0.127812392,CHD1_WA01
11,37,6001,12372,0.993640458,0.44820159,CHD1_IMR-90
9,37,6049,12372,0.999407008,0.3349977,CHD1_MCF-7
12,37,8860,12372,0.999999851,0.189197014,CHD1_HeLa-S3
4,37,2983,12372,0.987958889,0.380691881,CHD1_LNCaP
12,37,8430,12372,0.99999819,0.223381072,APC_HCT-116
12,37,8691,12372,0.999999585,0.202227211,SNAI2_PC-9
3,37,3096,12372,0.997961067,0.263662105,SNAI2_keratinocyte
7,37,4500,12372,0.993735714,0.4072815,RBBP4_RH5
12,37,8829,12372,0.99999982,0.191549759,PTBP1_Hep-G2
6,37,3906,12372,0.98964745,0.418634727,PTBP1_K-562
8,37,5137,12372,0.99684685,0.387602865,PRPF4_K-562
7,37,3167,12372,0.871119372,0.677516465,SSRP1_Hep-G2
5,37,3425,12372,0.98791825,0.407344868,USF2_K-562
11,37,9479,12372,1,0.128138812,SIRT6_SK-MEL-239
5,37,1375,12372,0.394161389,1.250544683,SIRT6_K-562
4,37,5067,12372,0.999990193,0.174116349,ZFX_DAOY
5,37,5456,12372,0.99998686,0.197347598,ZFX_LNCaP-C4-2B
8,37,8057,12372,0.99999999,0.146916747,ZFX_MCF-7
10,37,8971,12372,0.999999999,0.139492352,ZFX_HEK293T
2,37,4367,12372,0.999997915,0.104343845,ZFX_NOMO1
6,37,6157,12372,0.999995899,0.194614845,ZFX_PrEC
1,37,709,12372,0.887725949,0.456196173,ZFX_RPMI8402
9,37,7416,12372,0.999997737,0.213877903,ZFX_HCT-116
8,37,8386,12372,0.999999999,0.130315262,ZFX_K-562
12,37,9598,12372,0.999999999,0.137679632,NCBP1_DLD-1
11,37,8216,12372,0.999998903,0.212991326,CTCF_gastrocnemius-medialis
7,37,4575,12372,0.994913405,0.396764156,CTCF_Hep-G2
9,37,5256,12372,0.993391956,0.434238478,CTCF_A-549
9,37,6152,12372,0.999583463,0.323995407,CTCF_Kelly
8,37,6127,12372,0.999883032,0.280283987,CTCF_GM04648
6,37,3816,12372,0.986896122,0.433095086,CTCF_NB69
5,37,2765,12372,0.939484831,0.542100685,CTCF_RWPE-1
9,37,5552,12372,0.997142118,0.393892786,CTCF_hepatocyte
7,37,5780,12372,0.999900581,0.265256831,CTCF_DOHH2
6,37,4319,12372,0.996734675,0.360016962,CTCF_VCaP
5,37,3976,12372,0.997486069,0.329127883,CTCF_cardiac-muscle
9,37,7139,12372,0.999991727,0.234673649,CTCF_keratinocyte
6,37,5106,12372,0.999741421,0.274598618,CTCF_HT-1080
6,37,4603,12372,0.998622616,0.325819715,CTCF_astrocyte
5,37,2551,12372,0.904447226,0.600788001,CTCF_lymphoblast
8,37,5345,12372,0.998311531,0.361749234,CTCF_primary-epidermal-keratinocyte
8,37,7122,12372,0.999998312,0.202480786,CTCF_SK-N-SH
4,37,2069,12372,0.887759197,0.602855645,CTCF_SiHa
9,37,6169,12372,0.99960742,0.322214919,CTCF_MCF-7L
6,37,3650,12372,0.98005814,0.461640084,CTCF_ID00016
5,37,3358,12372,0.985577657,0.418608353,CTCF_HSPC-CD34
6,37,6469,12372,0.99999901,0.175879282,CTCF_ascending-aorta
5,37,3932,12372,0.997129055,0.334566082,CTCF_PC-3
5,37,3292,12372,0.982879573,0.430112497,CTCF_sigmoid-colon
10,37,5524,12372,0.991309668,0.458195232,CTCF_HUDEP-2
9,37,6686,12372,0.999943272,0.272400797,CTCF_Peyers-patch
8,37,6701,12372,0.999988471,0.232548526,CTCF_MCF-7
3,37,2167,12372,0.96887327,0.414732852,CTCF_GM20000
7,37,4658,12372,0.995979807,0.385520387,CTCF_IMR-90
2,37,1301,12372,0.912657098,0.485494013,CTCF_MCF-10AT1
8,37,5318,12372,0.998165372,0.36499077,CTCF_stomach
5,37,2327,12372,0.851397836,0.67380863,CTCF_GM10266
9,37,6131,12372,0.999552007,0.326208506,CTCF_plasmablast
11,37,6072,12372,0.994776927,0.438000733,CTCF_HCT-116
7,37,4601,12372,0.995272239,0.393198307,CTCF_22Rv1
5,37,2932,12372,0.958586197,0.502266564,CTCF_myoblast
3,37,1845,12372,0.929290968,0.502658287,CTCF_NPC
7,37,4396,12372,0.991694979,0.422460374,CTCF_GM12868
4,37,3165,12372,0.992773044,0.351791144,CTCF_BE2C
6,37,2802,12372,0.874291834,0.66035133,CTCF_LNCaP-C4-2B
13,37,6462,12372,0.988109588,0.494410528,CTCF_skin
5,37,3515,12372,0.990520814,0.392891291,CTCF_OCI-Ly7
7,37,4697,12372,0.99640687,0.380376031,CTCF_OVCAR-8
12,37,6517,12372,0.996015209,0.430218599,CTCF_breast
5,37,3545,12372,0.991267678,0.388236677,CTCF_GM06990
5,37,3161,12372,0.976145961,0.454440973,CTCF_smooth-muscle-cell
9,37,5957,12372,0.99919363,0.345204694,CTCF_Kasumi-1
6,37,3545,12372,0.974247981,0.481078215,CTCF_SEM
13,37,10044,12372,1,0.124437168,CTCF_gastroesophageal-sphincter
13,37,9079,12372,0.999999781,0.195343172,CTCF_spleen
11,37,9469,12372,1,0.128721594,CTCF_retina
11,37,9275,12372,0.999999999,0.140268825,CTCF_MM1-S
10,37,6377,12372,0.999326736,0.34718806,CTCF_GM04604
13,37,9849,12372,0.999999999,0.137650069,CTCF_heart
6,37,4651,12372,0.998816362,0.320453011,CTCF_BJ
8,37,4968,12372,0.99489155,0.410206326,CTCF_GM12869
6,37,4377,12372,0.997249628,0.352671916,CTCF_GM12867
6,37,3150,12372,0.937140932,0.565860942,CTCF_liver
4,37,2527,12372,0.960610958,0.471429396,CTCF_COLO-829
5,37,4242,12372,0.998904342,0.298656847,CTCF_erythroblast
6,37,3132,12372,0.934705171,0.570232021,CTCF_T-cell
6,37,4138,12372,0.994505629,0.384264372,CTCF_WERI-Rb-1
7,37,4583,12372,0.995026361,0.395662655,CTCF_cardiac
11,37,8081,12372,0.999997768,0.223629889,CTCF_colon
13,37,9390,12372,0.999999973,0.170900646,CTCF_nerve
9,37,8113,12372,0.999999946,0.167840213,CTCF_hiPSC
11,37,9337,12372,0.999999999,0.136531085,CTCF_T-47D
7,37,7328,12372,0.999999908,0.159805248,CTCF_leukemia
6,37,3998,12372,0.991911049,0.404526926,CTCF_SK-N-AS
8,37,5176,12372,0.997187991,0.382596702,CTCF_testis
5,37,3426,12372,0.987950415,0.407180097,CTCF_GM12873
10,37,8443,12372,0.99999995,0.171404339,CTCF_uterus
9,37,5846,12372,0.998843238,0.357875219,CTCF_peripheral-blood-neutrophil
10,37,6770,12372,0.999835109,0.305473898,CTCF_hESC
9,37,5622,12372,0.997680486,0.384974354,CTCF_thoracic-aorta
4,37,4273,12372,0.999794054,0.229063393,CTCF_osteoblast
9,37,6914,12372,0.999977847,0.252793563,CTCF_pancreas
8,37,7370,12372,0.999999507,0.186367665,CTCF_primary-glioblastoma
7,37,6612,12372,0.999996818,0.202466295,CTCF_fibroblast
5,37,4226,12372,0.998846662,0.300381138,CTCF_glioblastoma
5,37,2935,12372,0.95887478,0.501592524,CTCF_neuroblastoma
5,37,2697,12372,0.929778969,0.559737231,CTCF_GM12872
4,37,4196,12372,0.999729534,0.235498512,CTCF_A-673
3,37,1473,12372,0.833580506,0.652180387,CTCF_U-937
6,37,4062,12372,0.993210458,0.39509071,CTCF_HL-60
10,37,7340,12372,0.999984059,0.252920871,CTCF_K-562
9,37,7509,12372,0.999998568,0.207240392,CTCF_neutrophil
5,37,2013,12372,0.741834436,0.803596289,CTCF_ID00015
6,37,3117,12372,0.932615459,0.573913265,CTCF_GM12865
12,37,9565,12372,0.999999999,0.13981326,CTCF_anterior-temporal-cortex
7,37,4803,12372,0.997367118,0.366812991,CTCF_GM04025
15,37,9049,12372,0.999993083,0.249170509,CTCF_THP-1
10,37,8097,12372,0.999999625,0.194580518,CTCF_erythroid
6,37,3492,12372,0.970785989,0.491334529,CTCF_Loucy
6,37,3656,12372,0.980351958,0.460563111,CTCF_GM12875
11,37,8993,12372,0.999999991,0.157993086,CTCF_SUM159
7,37,3988,12372,0.976716901,0.489666867,CTCF_ID00014
6,37,3646,12372,0.979860105,0.462360038,CTCF_FT282
8,37,7019,12372,0.999997248,0.209502487,CTCF_HEK293
5,37,1903,12372,0.692780418,0.859222724,CTCF_ZR751
6,37,3723,12372,0.983381393,0.448773097,CTCF_LNCaP
8,37,5535,12372,0.999074207,0.339837118,CTCF_GM12871
5,37,2863,12372,0.951444505,0.5181603,CTCF_NB4
7,37,6344,12372,0.99998963,0.22089083,CTCF_bonchial
5,37,3334,12372,0.984644423,0.422718367,CTCF_BC-3
5,37,2415,12372,0.874493526,0.643502816,CTCF_MCF-10A
7,37,5107,12372,0.998970191,0.331042523,CTCF_GM09237
6,37,4283,12372,0.996371967,0.364676153,CTCF_D54
14,37,9340,12372,0.999999768,0.196455148,CTCF_esophagus
11,37,9357,12372,0.999999999,0.135334159,CTCF_prostate
5,37,5786,12372,0.999996755,0.177164071,CTCF_DND41
7,37,4023,12372,0.97858729,0.483366141,CTCF_GM12870
6,37,5220,12372,0.999827638,0.264363642,CTCF_epithelial
4,37,2995,12372,0.9883499,0.378678052,CTCF_GM12864
10,37,7665,12372,0.999996479,0.226459994,CTCF_HeLa-S3
8,37,4528,12372,0.983799586,0.47698641,CTCF_OCI-Ly3
4,37,1502,12372,0.673085605,0.876872484,CTCF_WI-38VA13
8,37,4939,12372,0.994462876,0.414240821,CTCF_GSC23
5,37,3473,12372,0.9893774,0.399542978,CTCF_GP5D
4,37,3246,12372,0.994280484,0.339971969,CTCF_KARPAS422
5,37,2941,12372,0.95944669,0.500248579,CTCF_CUTLL1
6,37,3843,12372,0.987783385,0.428685752,CTCF_ovary
4,37,1645,12372,0.743672867,0.789924112,CTCF_GM10248
5,37,3025,12372,0.966754022,0.481994459,CTCF_myotube
6,37,4866,12372,0.999411995,0.297715518,CTCF_choroid-plexus
9,37,6187,12372,0.999631393,0.320340392,CTCF_endothelial
12,37,7965,12372,0.999981505,0.264500211,CTCF_lung
5,37,5303,12372,0.99997562,0.207558575,CTCF_B-cell
7,37,6048,12372,0.999964776,0.243141622,CTCF_neuron
7,37,4504,12372,0.993804263,0.406711719,CTCF_aorta
5,37,3255,12372,0.981176058,0.436784921,CTCF_delta-47
9,37,5541,12372,0.99704792,0.395314801,CTCF_WA01
8,37,4759,12372,0.990999404,0.44038436,CTCF_vagina
6,37,3008,12372,0.915695525,0.601769634,CTCF_GM13977
5,37,2622,12372,0.917579463,0.58025265,CTCF_aggregated-lymphoid-nodules
11,37,7134,12372,0.999845385,0.309599869,CTCF_HAP1
5,37,3084,12372,0.971168481,0.469708011,CTCF_HeLa-Kyoto
10,37,6105,12372,0.998367135,0.37918301,CTCF_adrenal-gland
6,37,4237,12372,0.99585479,0.370744944,CTCF_HeLa
6,37,4181,12372,0.995134439,0.378313535,CTCF_RH4
6,37,4521,12372,0.998222299,0.335251813,CTCF_MDA-MB-157
10,37,7066,12372,0.999948654,0.277123419,CTCF_thyroid-gland
5,37,4177,12372,0.998651892,0.305744052,CTCF_fetal
7,37,4712,12372,0.996559802,0.378419609,CTCF_coronary-artery
5,37,3661,12372,0.993677815,0.370957235,CTCF_MDA-MB-435
7,37,5065,12372,0.998822652,0.33572848,CTCF_islet
6,37,4480,12372,0.997984068,0.340097517,CTCF_CD14
6,37,3736,12372,0.983918497,0.446534545,CTCF_OCI-Ly1
10,37,7177,12372,0.999967684,0.267095738,CTCF_neural
6,37,4094,12372,0.993786309,0.390483189,CTCF_KB
10,37,7844,12372,0.99999856,0.212823929,CTCF_cortical-interneuron
5,37,4192,12372,0.998714552,0.304089012,CTCF_GM17942
7,37,4552,12372,0.994575578,0.399952571,CTCF_RWPE-2
12,37,7850,12372,0.99996881,0.275426664,CTCF_esophagus-muscularis-mucosa
7,37,4363,12372,0.990932482,0.427428232,CTCF_tibial-artery
7,37,4853,12372,0.997732913,0.360621293,CTCF_GM12866
8,37,6354,12372,0.999951358,0.260397873,CTCF_HEC-1-B
9,37,5524,12372,0.996896809,0.397523633,CTCF_tibial-nerve
5,37,4180,12372,0.998664647,0.305412092,CTCF_GM12878
8,37,4743,12372,0.990613355,0.44280444,CTCF_GM09236
8,37,5065,12372,0.996116764,0.397047963,CTCF_GM06077
6,37,4440,12372,0.997723545,0.344911395,CTCF_SH-SY5Y
5,37,2102,12372,0.77742331,0.762862068,CTCF_ASC
6,37,4032,12372,0.992627004,0.39947678,CTCF_GM12874
8,37,6848,12372,0.99999397,0.221628203,CTCF_786-O
4,37,3267,12372,0.994620683,0.337003505,CTCF_NCI-H929
4,37,3050,12372,0.98999749,0.369650993,CTCF_SU-DHL-6
8,37,6188,12372,0.999907156,0.27479645,CTCF_artery
6,37,2796,12372,0.872880752,0.662187319,CTCF_HEK293T
7,37,6209,12372,0.999981699,0.230775397,ATF2_WA01
10,37,4888,12372,0.960572474,0.566210452,ATF2_macrophage
14,37,9270,12372,0.999999633,0.202534546,ELL2_HeLa
9,37,8896,12372,1,0.124738189,ZNF561_HEK293
10,37,6827,12372,0.999867305,0.299823112,MLLT1_K-562
10,37,7156,12372,0.999964687,0.268968973,MLLT1_MV4-11
4,37,836,12372,0.238365304,1.675748848,MLLT1_MCF-7
12,37,7426,12372,0.99981694,0.318626677,NONO_K-562
14,37,9738,12372,0.999999987,0.163473629,NONO_Hep-G2
2,37,333,12372,0.262663289,2.072069971,ZNF274_K-562
10,37,8997,12372,0.999999999,0.138018127,ZNF274_Hep-G2
8,37,7387,12372,0.999999548,0.1853028,ZNF324_HEK293
11,37,8375,12372,0.999999543,0.200902527,ZNF189_HEK293
7,37,4828,12372,0.99755628,0.363701087,KLF7_HEK293
11,37,5041,12372,0.939802858,0.614452655,PML_GM12878
9,37,7370,12372,0.999997175,0.217222971,PML_MCF-7
11,37,8269,12372,0.999999177,0.208909915,PML_K-562
14,37,9414,12372,0.999999859,0.190087206,ZBTB7B_Hep-G2
10,37,8772,12372,0.999999994,0.151066894,GMEB1_Hep-G2
11,37,7751,12372,0.999988762,0.251199043,GMEB1_K-562
14,37,10036,12372,0.999999999,0.140514537,RBM39_Hep-G2
8,37,4454,12372,0.980606726,0.489516167,RBM39_K-562
12,37,8920,12372,0.999999898,0.184689833,ZBTB48_U2OS
9,37,4456,12372,0.954817623,0.570167481,RAD21_K-562
8,37,2965,12372,0.691999842,0.874895216,RAD21_SK-N-SH
8,37,2681,12372,0.567332371,0.997149159,RAD21_GM12878
13,37,8669,12372,0.999997524,0.230252419,RAD21_HeLa-S3
14,37,6386,12372,0.967849557,0.569655499,RAD21_MDM
8,37,5683,12372,0.99943213,0.323783315,RAD21_GP5D
14,37,7258,12372,0.996750567,0.427810961,RAD21_MCF-7
11,37,4013,12372,0.69566417,0.880948504,RAD21_HeLa-Tet-On
16,37,9224,12372,0.999988155,0.258779078,RAD21_THP-1
14,37,7791,12372,0.999465711,0.356779112,RAD21_peripheral-blood-neutrophil
9,37,5283,12372,0.993860403,0.43037044,RAD21_RH4
9,37,4283,12372,0.935737283,0.606254607,RAD21_Hep-G2
13,37,8907,12372,0.999999365,0.209595321,RAD21_HAP1
8,37,6116,12372,0.999878102,0.281285219,RAD21_neural
13,37,7985,12372,0.999930783,0.296479896,RAD21_hiPSC
17,37,9494,12372,0.99998852,0.256392558,RAD21_HCT-116
11,37,5015,12372,0.936674324,0.61984306,RAD21_SLK
14,37,8070,12372,0.99982042,0.323344404,RAD21_lymphoblast
4,37,1561,12372,0.703615011,0.839096674,RAD21_LoVo
16,37,9264,12372,0.999990512,0.254366634,RAD21_HEK293
10,37,3139,12372,0.470621298,1.08968932,RAD21_T-47D
11,37,5814,12372,0.989541075,0.476266801,HDAC8_K-562
6,37,3993,12372,0.99180061,0.405276924,RUVBL2_Hep-G2
15,37,9692,12372,0.999999881,0.187310158,RUVBL2_U2OS
9,37,7147,12372,0.99999202,0.234050415,NELFE_U2OS
13,37,10075,12372,1,0.122371842,NELFE_K-562
12,37,10088,12372,1,0.107618834,NELFE_DLD-1
12,37,9851,12372,1,0.121797256,NELFE_HCT-116
22,37,10773,12372,0.999995017,0.216124229,CDKN1B_MDA-MB-231
9,37,2116,12372,0.169304473,1.560241376,CDKN1B_MDA-BoM-1833
8,37,5843,12372,0.999672147,0.307344415,SRSF3_K-562
6,37,6526,12372,0.999999244,0.172650231,SRSF3_Hep-G2
9,37,7718,12372,0.999999509,0.192908228,EZH1_ProEs
8,37,4624,12372,0.987248928,0.461330261,HNRNPL_K-562
9,37,8376,12372,0.999999989,0.152462325,HNRNPL_Hep-G2
11,37,3149,12372,0.3320681,1.239972525,STAG2_MCF-10A
10,37,4735,12372,0.945868331,0.596535548,STAG2_HCAEC
15,37,8110,12372,0.999479952,0.357154217,STAG2_OCI-AML-3
4,37,5441,12372,0.999998004,0.153800869,JUND_GP5D
2,37,163,12372,0.085164074,4.319754886,DDX5_HeLa
6,37,4937,12372,0.999536776,0.290642374,DDX5_BT-549
10,37,7861,12372,0.99999868,0.211561223,HDAC2_RH4
16,37,10137,12372,0.999999977,0.16670283,HDAC2_WA01
13,37,9436,12372,0.999999981,0.167422313,HDAC2_PC-3
16,37,9586,12372,0.999998632,0.220167443,HDAC2_K-562
4,37,4304,12372,0.999815658,0.226537672,ARID1B_Hep-G2
3,37,6175,12372,0.999999995,0.088145621,BAP1_NCI-H1963
10,37,6947,12372,0.999916965,0.288230261,CREB1_MDA-MB-134-VI
8,37,6591,12372,0.999981558,0.241039858,ZNF524_HEK293
10,37,8621,12372,0.999999984,0.160207747,ZKSCAN1_K-562
8,37,5911,12372,0.999742154,0.300627894,ZKSCAN1_Hep-G2
12,37,10177,12372,1,0.102510957,NELFCD_DLD-1
13,37,5696,12372,0.93419336,0.634049844,SMARCA4_NPC
8,37,6486,12372,0.99997146,0.249414694,SMARCA4_TOV-21G
11,37,9874,12372,1,0.106064647,SMARCA4_22Rv1
9,37,5555,12372,0.997167332,0.393505944,SMARCA4_MCF-10A
10,37,4655,12372,0.936559347,0.613187232,SMARCA4_HS-SY-2
15,37,10027,12372,0.999999991,0.158229405,SMARCA4_MCF-7
11,37,8337,12372,0.999999435,0.203749612,SMARCA4_CTV-1
16,37,8839,12372,0.999916515,0.303310913,SMARCA4_K-562
16,37,9849,12372,0.999999776,0.193901275,SMARCA4_BIN-67
17,37,9200,12372,0.999944127,0.291792501,SMARCA4_Aska-SS
11,37,6132,12372,0.995592861,0.429504464,SMARCA4_J-Lat
15,37,9683,12372,0.999999873,0.188119206,SMARCA4_TTC-1240
13,37,8111,12372,0.999960306,0.283439442,SMARCA4_hiPSC
11,37,9660,12372,1,0.117799258,SMARCA4_NGP
19,37,9893,12372,0.999978732,0.263125246,SMARCA4_A-549
10,37,8750,12372,0.999999993,0.152378965,GATA6_PATU8988
10,37,5191,12372,0.980039214,0.511441427,GATA6_OACP4-C
13,37,9419,12372,0.999999978,0.168703821,SRSF1_Hep-G2
1,37,1563,12372,0.993294986,0.19159523,SRSF1_K-562
12,37,8903,12372,0.999999887,0.185960692,ATXN7L3_HCT-116
15,37,9350,12372,0.999998814,0.21917343,PHF5A_Hep-G2
13,37,9540,12372,0.999999991,0.15968206,KLF6_Hep-G2
5,37,3023,12372,0.966594481,0.482417264,KLF6_K-562
7,37,5391,12372,0.999598377,0.301275367,KLF6_786-M1A
16,37,8846,12372,0.999919207,0.302495007,KLF9_HEK293
6,37,5409,12372,0.999913969,0.248346792,KLF9_MCF-7
15,37,10404,12372,1,0.127726378,KLF9_GBM1A
11,37,7555,12372,0.999972748,0.268715759,ZNF217_MCF-7
13,37,9602,12372,0.999999995,0.15514755,ZNF217_Hep-G2
9,37,7604,12372,0.999999113,0.200627981,GABPB1_K-562
4,37,1052,12372,0.386834045,1.30542648,ZSCAN18_HEK293
8,37,7033,12372,0.999997423,0.208535952,OGG1_HEK293
15,37,9207,12372,0.999997182,0.233175078,TAF1_K-562
10,37,7009,12372,0.999935232,0.282396375,TAF1_GM12891
13,37,10020,12372,1,0.126042333,TAF1_Ishikawa
6,37,4860,12372,0.999400126,0.29832273,TAF1_liver
9,37,8962,12372,1,0.12145001,TAF1_neural
10,37,7181,12372,0.999968228,0.266740175,TAF1_GM12892
14,37,8955,12372,0.999997528,0.231095495,TAF1_HeLa-S3
9,37,6913,12372,0.999977753,0.252876732,TAF1_PFSK1
11,37,9891,12372,1,0.105154227,TAF1_WA01
9,37,8796,12372,0.999999999,0.129814592,TAF1_A-549
17,37,10314,12372,0.999999966,0.168268879,TAF1_Hep-G2
14,37,9376,12372,0.999999818,0.193329223,TAF1_GM12878
7,37,5806,12372,0.999909852,0.263021755,TAF1_MCF-7
19,37,10315,12372,0.999998784,0.209073757,TAF1_SK-N-SH
9,37,7067,12372,0.999988589,0.240346327,FIP1L1_K-562
10,37,8121,12372,0.999999672,0.192909049,FIP1L1_Hep-G2
3,37,1076,12372,0.635692396,0.926102778,TAF15_K-562
13,37,9698,12372,0.999999998,0.148240899,TAF15_Hep-G2
13,37,8999,12372,0.999999637,0.201904211,U2AF1_Hep-G2
6,37,3591,12372,0.976955126,0.47242232,U2AF1_K-562
7,37,5892,12372,0.999935059,0.255769561,CTBP2_WA01
8,37,5669,12372,0.99940479,0.325265955,MXI1_K-562
10,37,8259,12372,0.99999985,0.183486977,MXI1_Hep-G2
16,37,9967,12372,0.999999908,0.182567353,MXI1_IMR-90
6,37,4973,12372,0.999590135,0.287133253,MXI1_WA01
9,37,8083,12372,0.999999935,0.169658025,MXI1_HeLa-S3
9,37,3911,12372,0.872803481,0.694680578,MXI1_GM12878
15,37,9590,12372,0.999999755,0.196568401,MXI1_SK-N-SH
6,37,7020,12372,0.999999937,0.146864775,MXI1_neural
2,37,674,12372,0.606258284,0.99175235,SMARCA2_SK-N-MC
12,37,9748,12372,1,0.128163597,HIVEP1_Hep-G2
14,37,9664,12372,0.999999977,0.1693946,KDM4A_WA01
11,37,10794,12372,1,0.060924972,KDM4A_hiPSC
6,37,1768,12372,0.438058937,1.161362573,CEBPG_K-562
19,37,9097,12372,0.998927669,0.378746315,XRCC5_K-562
13,37,10064,12372,1,0.123103082,BRD4_LNCaP-C4-2
10,37,9834,12372,1,0.094678818,BRD4_NCI-H1963
17,37,10482,12372,0.999999993,0.151924013,BRD4_CLL
13,37,9644,12372,0.999999996,0.152108951,BRD4_MM1-S
11,37,7813,12372,0.999991602,0.245841348,BRD4_SEM
14,37,8663,12372,0.9999881,0.259470206,BRD4_MPNST
10,37,5472,12372,0.990046169,0.466081872,BRD4_HCT-116
12,37,9313,12372,0.999999993,0.156605627,BRD4_RH4
24,37,10685,12372,0.999794854,0.289923454,BRD4_SUM159PT
14,37,9576,12372,0.999999955,0.176555019,BRD4_MV4-11-B
9,37,7703,12372,0.999999469,0.193910914,BRD4_HT29
22,37,10463,12372,0.999951107,0.266092873,BRD4_MDA-MB-231
13,37,9700,12372,0.999999998,0.148098466,BRD4_T-cell
11,37,8597,12372,0.999999876,0.184774438,BRD4_Jurkat
15,37,8229,12372,0.999673458,0.34210323,BRD4_HUVEC-C
10,37,8326,12372,0.999999899,0.179025354,BRD4_DND41
11,37,9691,12372,1,0.116067176,BRD4_HEK293T
12,37,8573,12372,0.999999179,0.211630222,BRD4_KOPT-K1
15,37,8415,12372,0.999848898,0.319432038,BRD4_HCC1806
11,37,9581,12372,1,0.122264006,BRD4_VCaP
10,37,5706,12372,0.994690425,0.431727314,BRD4_OCI-Ly1
7,37,5341,12372,0.999523754,0.306286119,BRD4_OCI-AML3
8,37,1938,12372,0.213679628,1.487167218,BRD4_GM15850
4,37,1455,12372,0.647379646,0.909211023,BRD4_thyroid-cancer
11,37,9323,12372,0.999999999,0.137370641,BRD4_LNCaP-clone-FGC
13,37,10269,12372,1,0.109843932,BRD4_cortical-interneuron
8,37,3923,12372,0.937336339,0.593319727,BRD4_COLO-320
12,37,9525,12372,0.999999999,0.142419319,BRD4_SK-N-BE2-C
13,37,9805,12372,0.999999999,0.140702423,BRD4_MV4-11
12,37,5271,12372,0.92388337,0.645864122,BRD4_SUM149
16,37,10120,12372,0.999999973,0.168265013,BRD4_HeLa
17,37,9656,12372,0.999995644,0.237778675,BRD4_CD4
12,37,3693,12372,0.425755787,1.12845482,BRD4_SUM149PT
11,37,7567,12372,0.999974149,0.267617183,BRD4_HCT-15
10,37,7739,12372,0.999997553,0.220746135,BRD4_keratinocyte
10,37,8069,12372,0.999999563,0.196543155,BRD4_Hep-G2
14,37,10859,12372,1,0.083675596,BRD4_retina
17,37,9447,12372,0.999984998,0.261899949,BRD4_SUM229PE
15,37,9886,12372,0.999999973,0.170229163,BRD4_MCF-7
13,37,6925,12372,0.996737696,0.425006215,BRD4_LPS141
6,37,2797,12372,0.873116789,0.661880772,BRD4_KK-1
14,37,9961,12372,0.999999998,0.146163322,BRD4_THP-1
14,37,10097,12372,0.999999999,0.135953209,BRD4_Kelly
10,37,7899,12372,0.999998916,0.20875839,BRD4_Mutu-1
14,37,8724,12372,0.999991308,0.253356743,BRD4_PC-3
11,37,9040,12372,0.999999993,0.154910547,BRD4_T-47D
13,37,5426,12372,0.892856617,0.692689853,BRD4_CHL-1
10,37,6824,12372,0.999865768,0.300118165,BRD4_COLO-205
17,37,9148,12372,0.999927637,0.298286947,BRD4_SW480
20,37,9950,12372,0.999936089,0.284974459,BRD4_IMR-90
12,37,7250,12372,0.999643058,0.338045072,BRD4_SUM1315
14,37,10047,12372,0.999999999,0.139688839,BRD4_22Rv1
13,37,9086,12372,0.99999979,0.194774586,BRD4_MOLM-14
8,37,4608,12372,0.986723508,0.463894236,BRD4_SUM185
14,37,8971,12372,0.999997744,0.229595774,BRD4_HCC1937
15,37,10019,12372,0.999999991,0.158901222,BRD4_hESC
8,37,4081,12372,0.954833708,0.559604263,BRD4_MDA-MB-436
8,37,6860,12372,0.999994287,0.22075748,BRD4_BE2C
18,37,10051,12372,0.999998411,0.217404166,BRD4_K-562
4,37,1223,12372,0.504333951,1.105291433,IRF1_U-937
11,37,8797,12372,0.999999965,0.170944956,IRF1_K-562
7,37,6298,12372,0.999987391,0.224211224,IRF1_PDAC
2,37,759,12372,0.671985807,0.873982066,GTF2A2_K-562
10,37,4564,12372,0.924451414,0.632839777,SS18_Aska-SS
16,37,8132,12372,0.998521401,0.396096472,SS18_BIN-67
12,37,10205,12372,1,0.100919379,ZBTB7A_VCaP
10,37,8337,12372,0.999999905,0.178299717,ZBTB7A_Ishikawa
6,37,5277,12372,0.99985981,0.259412185,ZBTB7A_HEK293
4,37,5090,12372,0.99999108,0.172780195,DR1_Hep-G2
1,37,293,12372,0.588564878,1.145628361,HDAC6_K-562
8,37,5226,12372,0.997576166,0.376288066,HDAC6_GM12878
13,37,7713,12372,0.999787273,0.326085542,KLF10_HEK293
7,37,5008,12372,0.998591112,0.342213902,MAZ_A-549
7,37,8815,12372,1,0.093454437,MAZ_Hep-G2
17,37,10709,12372,0.999999999,0.130656686,MAZ_IMR-90
15,37,10590,12372,1,0.113511561,MAZ_HEK293
6,37,4704,12372,0.999000731,0.314654673,MAZ_GM12878
9,37,8911,12372,1,0.123986585,MAZ_HeLa-S3
9,37,7852,12372,0.999999761,0.184121092,MAZ_MCF-7
17,37,10222,12372,0.999999926,0.177447316,MAZ_K-562
10,37,8057,12372,0.999999533,0.197388469,KLF16_HEK293
6,37,3536,12372,0.973686794,0.482798145,ZNF121_HEK293
