"Run","p","OR","a","b","c","d","tissue"
"Run_Down4Del_Exon",NA,NA,NA,NA,NA,NA,"Stomach"
"Run_Down4Del_Exon",0.599259173707812,1.12744778805371,2,19,7,72,"Testis"
"Run_Down4Del_Exon",0.913651669741686,0.463647246229374,2,20,16,92,"Thyroid"
"Run_Down4Del_Exon",NA,NA,NA,NA,NA,NA,"Uterus"
"Run_Down4Del_Exon",NA,NA,NA,NA,NA,NA,"Vagina"
"Run_Down4Del_Exon",0.789937717740829,0.711964458389521,3,17,16,73,"Whole_Blood"
"Run_All-same_Exon",0.966030459085298,0.537964655320042,8,87,70,478,"Adipose_Subcutaneous"
"Run_All-same_Exon",0.955827396377004,0.473560438653408,4,63,42,366,"Adipose_Visceral_Omentum"
"Run_All-same_Exon",0.539140311374747,1.08671526391918,4,41,22,240,"Adrenal_Gland"
"Run_All-same_Exon",0.346613130947091,1.24056811857719,10,66,51,392,"Artery_Aorta"
"Run_All-same_Exon",0.637460787651085,0.978686665084292,2,30,12,177,"Artery_Coronary"
"Run_All-same_Exon",0.590354579587583,0.971303704801236,14,98,72,494,"Artery_Tibial"
"Run_All-same_Exon",0.700682317634528,0.941850951270594,1,18,5,86,"Brain_Amygdala"
"Run_All-same_Exon",0.374554284083905,1.59708051732964,3,30,10,138,"Brain_Anterior_cingulate_cortex_BA24"
"Run_All-same_Exon",0.87250300035228,0.547022301207662,2,38,19,222,"Brain_Caudate_basal_ganglia"
"Run_All-same_Exon",0.860209173698046,0.569126898175194,2,46,20,289,"Brain_Cerebellar_Hemisphere"
"Run_All-same_Exon",0.992108496281894,0.263699778226713,2,58,35,334,"Brain_Cerebellum"
"Run_All-same_Exon",0.823181911361781,0.66205892206906,3,46,24,266,"Brain_Cortex"
"Run_All-same_Exon",0.621296911915152,0.975112808962383,3,35,18,206,"Brain_Frontal_Cortex_BA9"
"Run_All-same_Exon",0.199370318751657,2.47868086399539,3,24,9,135,"Brain_Hippocampus"
"Run_All-same_Exon",0.917662605706255,0.391023787004465,1,26,12,144,"Brain_Hypothalamus"
"Run_All-same_Exon",0.673116194928417,0.896978334077353,2,31,16,227,"Brain_Nucleus_accumbens_basal_ganglia"
"Run_All-same_Exon",0.888657742294272,0.45299070369258,1,34,11,193,"Brain_Putamen_basal_ganglia"
"Run_All-same_Exon",NA,NA,NA,NA,NA,NA,"Brain_Spinal_cord_cervical_c-1"
"Run_All-same_Exon",0.756967027173624,0.768714938814176,1,19,6,93,"Brain_Substantia_nigra"
"Run_All-same_Exon",0.922194974370119,0.505720297986448,3,53,32,326,"Breast_Mammary_Tissue"
"Run_All-same_Exon",0.895950919586414,0.70321039578972,13,106,85,540,"Cells_Cultured_fibroblasts"
"Run_All-same_Exon",0.798711951763886,0.674010322391083,2,25,17,156,"Cells_EBV-transformed_lymphocytes"
"Run_All-same_Exon",0.760367650195364,0.790006849873499,6,63,38,335,"Colon_Sigmoid"
"Run_All-same_Exon",0.957695960651062,0.432992681196484,3,61,34,351,"Colon_Transverse"
"Run_All-same_Exon",0.170965559541566,1.6165075979988,9,46,44,314,"Esophagus_Gastroesophageal_Junction"
"Run_All-same_Exon",0.843855255524354,0.708564602462873,7,76,56,467,"Esophagus_Mucosa"
"Run_All-same_Exon",0.69472741879912,0.881207941800024,11,77,67,429,"Esophagus_Muscularis"
"Run_All-same_Exon",0.610732583013467,0.958617060811983,7,62,39,335,"Heart_Atrial_Appendage"
"Run_All-same_Exon",0.874564323487598,0.634045644703991,5,59,36,302,"Heart_Left_Ventricle"
"Run_All-same_Exon",NA,NA,NA,NA,NA,NA,"Kidney_Cortex"
"Run_All-same_Exon",0.836519859170646,0.563717052619727,1,22,11,150,"Liver"
"Run_All-same_Exon",0.67822822669326,0.888121830479205,8,70,50,401,"Lung"
"Run_All-same_Exon",0.707731990744794,0.896376667674364,1,24,6,132,"Minor_Salivary_Gland"
"Run_All-same_Exon",0.949586672537252,0.584892661625022,9,84,70,442,"Muscle_Skeletal"
"Run_All-same_Exon",0.908556664372351,0.662748924807816,10,92,75,510,"Nerve_Tibial"
"Run_All-same_Exon",0.898548819175217,0.432291028073737,1,25,13,161,"Ovary"
"Run_All-same_Exon",0.9145309078284,0.473016804817575,2,48,23,297,"Pancreas"
"Run_All-same_Exon",0.975909981426721,0.251609030421936,1,42,19,245,"Pituitary"
"Run_All-same_Exon",0.943620463070686,0.334628395995755,1,34,15,202,"Prostate"
"Run_All-same_Exon",0.310033885356786,1.2554710392338,12,77,63,475,"Skin_Not_Sun_Exposed_Suprapubic"
"Run_All-same_Exon",0.720491683882394,0.859329308839139,11,87,73,517,"Skin_Sun_Exposed_Lower_leg"
"Run_All-same_Exon",0.646234495983302,0.935396004240377,3,36,17,194,"Small_Intestine_Terminal_Ileum"
"Run_All-same_Exon",0.867249986709729,0.624173062417386,4,56,33,320,"Spleen"
"Run_All-same_Exon",0.800737730009661,0.695319152421293,3,39,27,263,"Stomach"
"Run_All-same_Exon",0.898775593486608,0.577917795326399,4,78,32,405,"Testis"
"Run_All-same_Exon",0.94103396507514,0.590664194535631,8,90,69,520,"Thyroid"
"Run_All-same_Exon",NA,NA,NA,NA,NA,NA,"Uterus"
"Run_All-same_Exon",NA,NA,NA,NA,NA,NA,"Vagina"
"Run_All-same_Exon",0.150771488252049,1.50020290976992,14,69,64,414,"Whole_Blood"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Adipose_Subcutaneous"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Adipose_Visceral_Omentum"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Adrenal_Gland"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Artery_Aorta"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Artery_Coronary"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Artery_Tibial"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Brain_Amygdala"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Brain_Anterior_cingulate_cortex_BA24"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Brain_Caudate_basal_ganglia"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Brain_Cerebellar_Hemisphere"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Brain_Cerebellum"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Brain_Cortex"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Brain_Frontal_Cortex_BA9"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Brain_Hippocampus"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Brain_Hypothalamus"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Brain_Nucleus_accumbens_basal_ganglia"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Brain_Putamen_basal_ganglia"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Brain_Spinal_cord_cervical_c-1"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Brain_Substantia_nigra"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Breast_Mammary_Tissue"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Cells_Cultured_fibroblasts"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Cells_EBV-transformed_lymphocytes"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Colon_Sigmoid"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Colon_Transverse"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Esophagus_Gastroesophageal_Junction"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Esophagus_Mucosa"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Esophagus_Muscularis"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Heart_Atrial_Appendage"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Heart_Left_Ventricle"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Kidney_Cortex"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Liver"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Lung"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Minor_Salivary_Gland"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Muscle_Skeletal"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Nerve_Tibial"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Ovary"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Pancreas"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Pituitary"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Prostate"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Skin_Not_Sun_Exposed_Suprapubic"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Skin_Sun_Exposed_Lower_leg"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Small_Intestine_Terminal_Ileum"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Spleen"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Stomach"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Testis"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Thyroid"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Uterus"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Vagina"
"Run_All-delayed_Exon",NA,NA,NA,NA,NA,NA,"Whole_Blood"
"Run_Up4_Intron",0.11313014058993,2.43975538030489,6,27,14,104,"Adipose_Subcutaneous"
"Run_Up4_Intron",0.469723887684563,1.35198914696947,3,21,10,85,"Adipose_Visceral_Omentum"
"Run_Up4_Intron",0.700846944948578,0.955275073665172,1,12,5,58,"Adrenal_Gland"
"Run_Up4_Intron",0.25654537227103,2.21073989507039,3,21,8,93,"Artery_Aorta"
"Run_Up4_Intron",0.447773279352227,2.50636722083078,1,7,3,40,"Artery_Coronary"
"Run_Up4_Intron",0.409932373167808,1.36336655893476,5,37,13,115,"Artery_Tibial"
"Run_Up4_Intron",NA,NA,NA,NA,NA,NA,"Brain_Amygdala"
"Run_Up4_Intron",0.625668449197861,1.64075851536246,1,13,2,34,"Brain_Anterior_cingulate_cortex_BA24"
"Run_Up4_Intron",0.586470588235294,1.52769478871634,1,13,3,52,"Brain_Caudate_basal_ganglia"
"Run_Up4_Intron",0.5112725152026,1.39175613232688,2,14,7,61,"Brain_Cerebellar_Hemisphere"
"Run_Up4_Intron",0.280653578441497,2.17926366766131,3,20,7,74,"Brain_Cerebellum"
"Run_Up4_Intron",0.298551372154697,2.11304550948473,3,17,7,61,"Brain_Cortex"
"Run_Up4_Intron",0.13588850174216,4.32246400932508,3,13,5,45,"Brain_Frontal_Cortex_BA9"
"Run_Up4_Intron",0.25025641025641,4.54607719813286,2,9,3,27,"Brain_Hippocampus"
"Run_Up4_Intron",0.734811165845649,0.946289503415347,1,10,3,29,"Brain_Hypothalamus"
"Run_Up4_Intron",0.524738675958188,1.90247355175539,1,9,3,42,"Brain_Nucleus_accumbens_basal_ganglia"
"Run_Up4_Intron",0.843545351415459,0.569171204228226,1,13,5,44,"Brain_Putamen_basal_ganglia"
"Run_Up4_Intron",NA,NA,NA,NA,NA,NA,"Brain_Spinal_cord_cervical_c-1"
"Run_Up4_Intron",NA,NA,NA,NA,NA,NA,"Brain_Substantia_nigra"
"Run_Up4_Intron",0.337831493465296,2.16528776820589,2,15,6,76,"Breast_Mammary_Tissue"
"Run_Up4_Intron",0.24733139952404,1.54152411432862,9,41,23,132,"Cells_Cultured_fibroblasts"
"Run_Up4_Intron",NA,NA,NA,NA,NA,NA,"Cells_EBV-transformed_lymphocytes"
"Run_Up4_Intron",0.555180397453212,1.24335016932124,2,19,7,77,"Colon_Sigmoid"
"Run_Up4_Intron",0.733160912222695,0.80898956123889,2,19,9,74,"Colon_Transverse"
"Run_Up4_Intron",0.118833461773618,3.64255080849909,3,12,8,73,"Esophagus_Gastroesophageal_Junction"
"Run_Up4_Intron",0.797812318332574,0.679185228344821,2,24,11,100,"Esophagus_Mucosa"
"Run_Up4_Intron",0.707857034525905,0.846885578273389,3,25,13,97,"Esophagus_Muscularis"
"Run_Up4_Intron",0.275233509416086,2.18932224128129,3,23,7,86,"Heart_Atrial_Appendage"
"Run_Up4_Intron",0.444278792927466,1.65342227924964,2,17,6,71,"Heart_Left_Ventricle"
"Run_Up4_Intron",NA,NA,NA,NA,NA,NA,"Kidney_Cortex"
"Run_Up4_Intron",NA,NA,NA,NA,NA,NA,"Liver"
"Run_Up4_Intron",0.675776085080948,0.928260737727881,2,25,8,95,"Lung"
"Run_Up4_Intron",0.783602150537634,0.747181841914588,1,10,4,33,"Minor_Salivary_Gland"
"Run_Up4_Intron",0.476305448726237,1.20975425680495,5,27,17,103,"Muscle_Skeletal"
"Run_Up4_Intron",0.0725919761033316,2.62451639638628,7,26,17,108,"Nerve_Tibial"
"Run_Up4_Intron",0.630161943319838,1.33934364139942,1,11,3,40,"Ovary"
"Run_Up4_Intron",NA,NA,NA,NA,NA,NA,"Pancreas"
"Run_Up4_Intron",0.0831539031723944,4.20194752561017,4,16,7,58,"Pituitary"
"Run_Up4_Intron",NA,NA,NA,NA,NA,NA,"Prostate"
"Run_Up4_Intron",0.0393118208300226,3.67727959228901,6,25,12,102,"Skin_Not_Sun_Exposed_Suprapubic"
"Run_Up4_Intron",0.0115186842451609,4.31532017550328,8,27,15,107,"Skin_Sun_Exposed_Lower_leg"
"Run_Up4_Intron",0.52972972972973,1.88947780247726,1,8,3,37,"Small_Intestine_Terminal_Ileum"
"Run_Up4_Intron",0.253635782627947,2.06607259436507,4,22,9,74,"Spleen"
"Run_Up4_Intron",0.570780399274047,1.60064407995158,1,14,3,58,"Stomach"
"Run_Up4_Intron",0.960216237272448,0.283685833096588,1,29,8,91,"Testis"
"Run_Up4_Intron",0.0298619966967405,3.09831227825146,9,31,18,109,"Thyroid"
"Run_Up4_Intron",NA,NA,NA,NA,NA,NA,"Uterus"
"Run_Up4_Intron",0.526877470355731,1.93621150713023,1,4,4,25,"Vagina"
"Run_Up4_Intron",0.06120206960624,2.84510746771209,7,24,16,96,"Whole_Blood"
"Run_Up8_Intron",0.226890756302521,4.84405697398523,2,11,3,35,"Adipose_Subcutaneous"
"Run_Up8_Intron",0.287023411371237,3.21416627750599,2,7,4,26,"Adipose_Visceral_Omentum"
"Run_Up8_Intron",0.0877192982456141,Inf,2,6,2,19,"Adrenal_Gland"
"Run_Up8_Intron",0.091304347826087,6.14704971103544,3,7,5,27,"Artery_Aorta"
"Run_Up8_Intron",0.595588235294118,1.91491355935851,1,6,2,17,"Artery_Coronary"
"Run_Up8_Intron",0.329925407315318,2.05145172014024,3,9,8,35,"Artery_Tibial"
"Run_Up8_Intron",NA,NA,NA,NA,NA,NA,"Brain_Amygdala"
"Run_Up8_Intron",0.375,Inf,1,3,1,8,"Brain_Anterior_cingulate_cortex_BA24"
"Run_Up8_Intron",0.285714285714286,Inf,1,6,1,21,"Brain_Caudate_basal_ganglia"
"Run_Up8_Intron",0.318181818181818,Inf,1,7,1,22,"Brain_Cerebellar_Hemisphere"
"Run_Up8_Intron",0.645217391304348,1.31736139646916,1,7,3,25,"Brain_Cerebellum"
"Run_Up8_Intron",0.545454545454545,2.2360961705551,1,7,2,22,"Brain_Cortex"
"Run_Up8_Intron",0.411255411255411,3.68790454779276,1,5,2,22,"Brain_Frontal_Cortex_BA9"
"Run_Up8_Intron",0.230769230769231,Inf,1,3,1,13,"Brain_Hippocampus"
"Run_Up8_Intron",0.0329670329670329,Inf,2,3,2,14,"Brain_Hypothalamus"
"Run_Up8_Intron",0.166666666666667,Inf,1,4,1,24,"Brain_Nucleus_accumbens_basal_ganglia"
"Run_Up8_Intron",0.176470588235294,Inf,1,3,1,17,"Brain_Putamen_basal_ganglia"
"Run_Up8_Intron",NA,NA,NA,NA,NA,NA,"Brain_Spinal_cord_cervical_c-1"
"Run_Up8_Intron",0.428571428571428,Inf,1,3,1,7,"Brain_Substantia_nigra"
"Run_Up8_Intron",0.130434782608696,Inf,2,9,2,24,"Breast_Mammary_Tissue"
"Run_Up8_Intron",0.477812857787184,1.42704600841466,3,13,8,42,"Cells_Cultured_fibroblasts"
"Run_Up8_Intron",0.625,1.73196728148012,1,6,2,16,"Cells_EBV-transformed_lymphocytes"
"Run_Up8_Intron",0.295161290322581,3.01654118927173,2,9,4,33,"Colon_Sigmoid"
"Run_Up8_Intron",0.298029556650246,3.80586987755622,2,11,3,30,"Colon_Transverse"
"Run_Up8_Intron",0.143280632411067,7.53277490801283,2,6,3,24,"Esophagus_Gastroesophageal_Junction"
"Run_Up8_Intron",0.571105824975794,1.26931763651116,2,11,6,38,"Esophagus_Mucosa"
"Run_Up8_Intron",0.118601986249045,4.86057010395345,3,10,5,36,"Esophagus_Muscularis"
"Run_Up8_Intron",0.380769230769231,2.97549093372562,2,11,3,26,"Heart_Atrial_Appendage"
"Run_Up8_Intron",0.490706395054221,1.47782825296016,3,10,7,28,"Heart_Left_Ventricle"
"Run_Up8_Intron",NA,NA,NA,NA,NA,NA,"Kidney_Cortex"
"Run_Up8_Intron",0.133333333333333,Inf,2,4,2,10,"Liver"
"Run_Up8_Intron",0.0627363737486096,9.53830575158053,3,9,4,31,"Lung"
"Run_Up8_Intron",0.272727272727273,Inf,1,3,1,11,"Minor_Salivary_Gland"
"Run_Up8_Intron",0.110956618464961,5.15308963225853,3,9,5,33,"Muscle_Skeletal"
"Run_Up8_Intron",0.308981657179001,2.27424072245363,3,12,6,36,"Nerve_Tibial"
"Run_Up8_Intron",NA,NA,NA,NA,NA,NA,"Ovary"
"Run_Up8_Intron",0.375,Inf,1,9,1,24,"Pancreas"
"Run_Up8_Intron",NA,NA,NA,NA,NA,NA,"Pituitary"
"Run_Up8_Intron",0.333333333333333,Inf,1,6,1,18,"Prostate"
"Run_Up8_Intron",0.310511679644049,2.88223820335747,2,9,4,32,"Skin_Not_Sun_Exposed_Suprapubic"
"Run_Up8_Intron",0.594594594594595,1.19437996075267,2,12,6,40,"Skin_Sun_Exposed_Lower_leg"
"Run_Up8_Intron",0.25,Inf,1,4,1,16,"Small_Intestine_Terminal_Ileum"
"Run_Up8_Intron",0.307692307692308,Inf,1,8,1,26,"Spleen"
"Run_Up8_Intron",0.27046866177301,3.49733924383218,2,6,4,23,"Stomach"
"Run_Up8_Intron",0.407258064516129,2.16450623684887,2,11,4,33,"Testis"
"Run_Up8_Intron",0.555448899748389,1.28133088396624,2,11,7,45,"Thyroid"
"Run_Up8_Intron",NA,NA,NA,NA,NA,NA,"Uterus"
"Run_Up8_Intron",NA,NA,NA,NA,NA,NA,"Vagina"
"Run_Up8_Intron",0.0803740851179181,5.20382341021059,4,12,6,36,"Whole_Blood"
"Run_Up24_Intron",0.578378378378378,1.60163510096182,1,9,3,37,"Adipose_Subcutaneous"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Adipose_Visceral_Omentum"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Adrenal_Gland"
"Run_Up24_Intron",0.222222222222222,Inf,1,8,1,36,"Artery_Aorta"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Artery_Coronary"
"Run_Up24_Intron",0.154579093432007,5.03009052988784,2,9,4,48,"Artery_Tibial"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Brain_Amygdala"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Brain_Anterior_cingulate_cortex_BA24"
"Run_Up24_Intron",0.214285714285715,Inf,1,6,1,28,"Brain_Caudate_basal_ganglia"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Brain_Cerebellar_Hemisphere"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Brain_Cerebellum"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Brain_Cortex"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Brain_Frontal_Cortex_BA9"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Brain_Hippocampus"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Brain_Hypothalamus"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Brain_Nucleus_accumbens_basal_ganglia"
"Run_Up24_Intron",0.176470588235294,Inf,1,3,1,17,"Brain_Putamen_basal_ganglia"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Brain_Spinal_cord_cervical_c-1"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Brain_Substantia_nigra"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Breast_Mammary_Tissue"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Cells_Cultured_fibroblasts"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Cells_EBV-transformed_lymphocytes"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Colon_Sigmoid"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Colon_Transverse"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Esophagus_Gastroesophageal_Junction"
"Run_Up24_Intron",0.530321718573337,1.73786219320799,1,8,4,48,"Esophagus_Mucosa"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Esophagus_Muscularis"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Heart_Atrial_Appendage"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Heart_Left_Ventricle"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Kidney_Cortex"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Liver"
"Run_Up24_Intron",0.384469696969697,3.93397944592418,1,7,2,33,"Lung"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Minor_Salivary_Gland"
"Run_Up24_Intron",0.678727776288752,1.07222687297018,1,10,4,42,"Muscle_Skeletal"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Nerve_Tibial"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Ovary"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Pancreas"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Pituitary"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Prostate"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Skin_Not_Sun_Exposed_Suprapubic"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Skin_Sun_Exposed_Lower_leg"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Small_Intestine_Terminal_Ileum"
"Run_Up24_Intron",0.473504273504273,2.3973983949989,1,5,3,27,"Spleen"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Stomach"
"Run_Up24_Intron",0.390390390390391,3.80788671911737,1,8,2,37,"Testis"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Thyroid"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Uterus"
"Run_Up24_Intron",NA,NA,NA,NA,NA,NA,"Vagina"
"Run_Up24_Intron",0.1875,Inf,1,6,1,32,"Whole_Blood"
"Run_Down4_Intron",0.922021536941766,0.504603469479172,4,20,21,71,"Adipose_Subcutaneous"
"Run_Down4_Intron",0.993403436526638,0.157664363694789,1,13,13,47,"Adipose_Visceral_Omentum"
"Run_Down4_Intron",0.435271216384218,1.60411270178406,3,10,8,34,"Adrenal_Gland"
"Run_Down4_Intron",0.825101916806614,0.631416497740582,2,13,11,53,"Artery_Aorta"
"Run_Down4_Intron",NA,NA,NA,NA,NA,NA,"Artery_Coronary"
"Run_Down4_Intron",0.915891509572484,0.491853915739005,3,23,15,74,"Artery_Tibial"
"Run_Down4_Intron",NA,NA,NA,NA,NA,NA,"Brain_Amygdala"
"Run_Down4_Intron",NA,NA,NA,NA,NA,NA,"Brain_Anterior_cingulate_cortex_BA24"
"Run_Down4_Intron",0.723931623931624,0.94642362694646,1,4,7,27,"Brain_Caudate_basal_ganglia"
"Run_Down4_Intron",NA,NA,NA,NA,NA,NA,"Brain_Cerebellar_Hemisphere"
"Run_Down4_Intron",NA,NA,NA,NA,NA,NA,"Brain_Cerebellum"
"Run_Down4_Intron",0.704505005561735,1,1,8,4,32,"Brain_Cortex"
"Run_Down4_Intron",NA,NA,NA,NA,NA,NA,"Brain_Frontal_Cortex_BA9"
"Run_Down4_Intron",0.488721804511278,2.37093753978263,1,4,3,21,"Brain_Hippocampus"
"Run_Down4_Intron",0.937062937062937,0.338541120150954,1,5,5,14,"Brain_Hypothalamus"
"Run_Down4_Intron",0.61699604743083,1.39562315682422,1,5,4,25,"Brain_Nucleus_accumbens_basal_ganglia"
"Run_Down4_Intron",0.851470769991348,0.552258700408413,1,8,6,32,"Brain_Putamen_basal_ganglia"
"Run_Down4_Intron",NA,NA,NA,NA,NA,NA,"Brain_Spinal_cord_cervical_c-1"
"Run_Down4_Intron",NA,NA,NA,NA,NA,NA,"Brain_Substantia_nigra"
"Run_Down4_Intron",0.964250241737778,0.268067936239825,1,12,9,43,"Breast_Mammary_Tissue"
"Run_Down4_Intron",0.657947108154048,0.926856353267605,5,23,17,75,"Cells_Cultured_fibroblasts"
"Run_Down4_Intron",NA,NA,NA,NA,NA,NA,"Cells_EBV-transformed_lymphocytes"
"Run_Down4_Intron",0.819122056543763,0.662731921091253,3,18,10,48,"Colon_Sigmoid"
"Run_Down4_Intron",0.959108860074805,0.284478303821491,1,14,9,51,"Colon_Transverse"
"Run_Down4_Intron",0.866245083364505,0.550590224239456,2,11,11,42,"Esophagus_Gastroesophageal_Junction"
"Run_Down4_Intron",0.832686261327373,0.616108283702849,2,13,13,61,"Esophagus_Mucosa"
"Run_Down4_Intron",0.628630167315356,0.985125731849654,5,16,17,54,"Esophagus_Muscularis"
"Run_Down4_Intron",0.701589960078924,0.900455142092241,2,9,9,38,"Heart_Atrial_Appendage"
"Run_Down4_Intron",0.886079954333897,0.508824934062128,2,10,11,37,"Heart_Left_Ventricle"
"Run_Down4_Intron",NA,NA,NA,NA,NA,NA,"Kidney_Cortex"
"Run_Down4_Intron",NA,NA,NA,NA,NA,NA,"Liver"
"Run_Down4_Intron",0.744002269883866,0.794324026314134,3,14,13,53,"Lung"
"Run_Down4_Intron",0.298245614035088,6.32455709522216,1,2,3,19,"Minor_Salivary_Gland"
"Run_Down4_Intron",0.870961216063475,0.592995425072748,4,21,16,63,"Muscle_Skeletal"
"Run_Down4_Intron",0.973815908039935,0.376467625555291,4,23,21,70,"Nerve_Tibial"
"Run_Down4_Intron",NA,NA,NA,NA,NA,NA,"Ovary"
"Run_Down4_Intron",0.898525037843923,0.434007552236503,1,7,10,39,"Pancreas"
"Run_Down4_Intron",NA,NA,NA,NA,NA,NA,"Pituitary"
"Run_Down4_Intron",NA,NA,NA,NA,NA,NA,"Prostate"
"Run_Down4_Intron",0.444547923502874,1.29825590193754,5,20,16,74,"Skin_Not_Sun_Exposed_Suprapubic"
"Run_Down4_Intron",0.401002113834977,1.34844011261336,6,21,19,78,"Skin_Sun_Exposed_Lower_leg"
"Run_Down4_Intron",NA,NA,NA,NA,NA,NA,"Small_Intestine_Terminal_Ileum"
"Run_Down4_Intron",0.349700967962667,1.84753168901535,3,11,9,47,"Spleen"
"Run_Down4_Intron",0.858159392789374,0.532209456817837,1,7,8,36,"Stomach"
