"Run","p","OR","a","b","c","d","tissue"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Artery_Aorta"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Artery_Coronary"
"Run_Down8_Promoter",0.80796586059744,0.673033530849243,1,13,4,40,"Artery_Tibial"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Amygdala"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Anterior_cingulate_cortex_BA24"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Caudate_basal_ganglia"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Cerebellar_Hemisphere"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Cerebellum"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Cortex"
"Run_Down8_Promoter",0.876923076923077,0.523147568732476,1,7,3,15,"Brain_Frontal_Cortex_BA9"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Hippocampus"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Hypothalamus"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Nucleus_accumbens_basal_ganglia"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Putamen_basal_ganglia"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Spinal_cord_cervical_c-1"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Substantia_nigra"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Breast_Mammary_Tissue"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Cells_Cultured_fibroblasts"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Cells_EBV-transformed_lymphocytes"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Colon_Sigmoid"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Colon_Transverse"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Esophagus_Gastroesophageal_Junction"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Esophagus_Mucosa"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Esophagus_Muscularis"
"Run_Down8_Promoter",0.558441558441559,1.81540319251775,1,5,3,22,"Heart_Atrial_Appendage"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Heart_Left_Ventricle"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Kidney_Cortex"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Liver"
"Run_Down8_Promoter",0.816101518618681,0.661522302094364,1,6,5,23,"Lung"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Minor_Salivary_Gland"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Muscle_Skeletal"
"Run_Down8_Promoter",0.887254901960784,0.463506299331765,1,12,5,36,"Nerve_Tibial"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Ovary"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Pancreas"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Pituitary"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Prostate"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Skin_Not_Sun_Exposed_Suprapubic"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Skin_Sun_Exposed_Lower_leg"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Small_Intestine_Terminal_Ileum"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Spleen"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Stomach"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Testis"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Thyroid"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Uterus"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Vagina"
"Run_Down8_Promoter",NA,NA,NA,NA,NA,NA,"Whole_Blood"
"Run_Down24_Promoter",0.119450317124736,7.95578653361252,2,10,3,45,"Adipose_Subcutaneous"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Adipose_Visceral_Omentum"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Adrenal_Gland"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Artery_Aorta"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Artery_Coronary"
"Run_Down24_Promoter",0.573731626363206,1.53553341382494,1,7,4,38,"Artery_Tibial"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Amygdala"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Anterior_cingulate_cortex_BA24"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Caudate_basal_ganglia"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Cerebellar_Hemisphere"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Cerebellum"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Cortex"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Frontal_Cortex_BA9"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Hippocampus"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Hypothalamus"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Nucleus_accumbens_basal_ganglia"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Putamen_basal_ganglia"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Spinal_cord_cervical_c-1"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Substantia_nigra"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Breast_Mammary_Tissue"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Cells_Cultured_fibroblasts"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Cells_EBV-transformed_lymphocytes"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Colon_Sigmoid"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Colon_Transverse"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Esophagus_Gastroesophageal_Junction"
"Run_Down24_Promoter",0.462304409672831,2.89808318815304,1,10,2,38,"Esophagus_Mucosa"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Esophagus_Muscularis"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Heart_Atrial_Appendage"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Heart_Left_Ventricle"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Kidney_Cortex"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Liver"
"Run_Down24_Promoter",0.515112227534235,1.96258994196312,1,9,3,43,"Lung"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Minor_Salivary_Gland"
"Run_Down24_Promoter",0.524738675958188,1.90247355175539,1,9,3,42,"Muscle_Skeletal"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Nerve_Tibial"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Ovary"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Pancreas"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Pituitary"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Prostate"
"Run_Down24_Promoter",0.195121951219512,Inf,1,8,1,41,"Skin_Not_Sun_Exposed_Suprapubic"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Skin_Sun_Exposed_Lower_leg"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Small_Intestine_Terminal_Ileum"
"Run_Down24_Promoter",0.36551724137931,4.28952748646286,1,6,2,30,"Spleen"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Stomach"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Testis"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Thyroid"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Uterus"
"Run_Down24_Promoter",NA,NA,NA,NA,NA,NA,"Vagina"
"Run_Down24_Promoter",0.438649155722326,2.58572148010035,1,7,3,41,"Whole_Blood"
"Run_Up4Del_Promoter",0.0287892979160411,4.08226450224064,7,40,11,122,"Adipose_Subcutaneous"
"Run_Up4Del_Promoter",0.0741955901361532,4.83038698389351,4,30,6,96,"Adipose_Visceral_Omentum"
"Run_Up4Del_Promoter",0.743167825035884,0.845319520144477,1,18,4,64,"Adrenal_Gland"
"Run_Up4Del_Promoter",0.00681270488709926,8.02975196621448,7,36,9,106,"Artery_Aorta"
"Run_Up4Del_Promoter",0.607729468599034,1.72771677326897,1,17,2,46,"Artery_Coronary"
"Run_Up4Del_Promoter",0.0405573709489901,3.159013990955,8,41,14,126,"Artery_Tibial"
"Run_Up4Del_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Amygdala"
"Run_Up4Del_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Anterior_cingulate_cortex_BA24"
"Run_Up4Del_Promoter",0.529508196721311,2.24393211905956,1,19,2,61,"Brain_Caudate_basal_ganglia"
"Run_Up4Del_Promoter",0.587368421052632,1.83048794123225,1,27,2,76,"Brain_Cerebellar_Hemisphere"
"Run_Up4Del_Promoter",0.236024468536127,2.89695527925084,3,28,5,79,"Brain_Cerebellum"
"Run_Up4Del_Promoter",0.647218453188602,1.49067447985901,1,27,2,67,"Brain_Cortex"
"Run_Up4Del_Promoter",0.585882352941177,1.85775016224865,1,18,2,51,"Brain_Frontal_Cortex_BA9"
"Run_Up4Del_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Hippocampus"
"Run_Up4Del_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Hypothalamus"
"Run_Up4Del_Promoter",0.425210084033613,2.52477107105969,2,23,3,51,"Brain_Nucleus_accumbens_basal_ganglia"
"Run_Up4Del_Promoter",0.600422832980973,1.77473186766035,1,16,2,44,"Brain_Putamen_basal_ganglia"
"Run_Up4Del_Promoter",0.416666666666667,Inf,1,15,1,36,"Brain_Spinal_cord_cervical_c-1"
"Run_Up4Del_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Substantia_nigra"
"Run_Up4Del_Promoter",0.723280558392918,0.950534539474178,1,31,3,90,"Breast_Mammary_Tissue"
"Run_Up4Del_Promoter",0.0481766984772511,2.70301673197754,9,47,17,147,"Cells_Cultured_fibroblasts"
"Run_Up4Del_Promoter",0.371428571428572,Inf,1,13,1,35,"Cells_EBV-transformed_lymphocytes"
"Run_Up4Del_Promoter",0.175753802399118,3.50314963045454,3,27,5,86,"Colon_Sigmoid"
"Run_Up4Del_Promoter",0.674307218611016,0.960491095420721,2,27,6,79,"Colon_Transverse"
"Run_Up4Del_Promoter",0.464054208224577,1.78008010804843,2,31,4,85,"Esophagus_Gastroesophageal_Junction"
"Run_Up4Del_Promoter",0.00708844890316477,6.11824451091212,8,41,11,121,"Esophagus_Mucosa"
"Run_Up4Del_Promoter",0.0907416014481359,2.83550288122394,6,37,11,116,"Esophagus_Muscularis"
"Run_Up4Del_Promoter",0.0608629109705513,4.75695767396472,5,36,7,98,"Heart_Atrial_Appendage"
"Run_Up4Del_Promoter",0.429746835443038,1.94419908201439,2,28,4,81,"Heart_Left_Ventricle"
"Run_Up4Del_Promoter",NA,NA,NA,NA,NA,NA,"Kidney_Cortex"
"Run_Up4Del_Promoter",0.414634146341463,Inf,1,17,1,41,"Liver"
"Run_Up4Del_Promoter",0.0860003580465858,3.56163933911974,5,35,8,103,"Lung"
"Run_Up4Del_Promoter",0.157258064516129,Inf,2,13,2,32,"Minor_Salivary_Gland"
"Run_Up4Del_Promoter",0.0221291331903797,3.574873295678,9,38,15,114,"Muscle_Skeletal"
"Run_Up4Del_Promoter",0.0551169084937344,3.14748210632193,7,44,12,133,"Nerve_Tibial"
"Run_Up4Del_Promoter",NA,NA,NA,NA,NA,NA,"Ovary"
"Run_Up4Del_Promoter",0.0943267259056732,Inf,2,24,2,77,"Pancreas"
"Run_Up4Del_Promoter",0.0578906154659724,7.7422090897992,4,24,5,65,"Pituitary"
"Run_Up4Del_Promoter",0.134117647058824,Inf,2,19,2,51,"Prostate"
"Run_Up4Del_Promoter",0.14031499925069,2.65004451249801,5,41,9,122,"Skin_Not_Sun_Exposed_Suprapubic"
"Run_Up4Del_Promoter",0.0553671748896345,3.13832649762504,7,45,12,136,"Skin_Sun_Exposed_Lower_leg"
"Run_Up4Del_Promoter",0.630161943319838,1.33934364139942,1,11,3,40,"Small_Intestine_Terminal_Ileum"
"Run_Up4Del_Promoter",0.0737583795440416,4.88982556504486,4,26,6,83,"Spleen"
"Run_Up4Del_Promoter",0.366197183098592,Inf,1,26,1,71,"Stomach"
"Run_Up4Del_Promoter",0.0103785456182681,Inf,4,32,4,97,"Testis"
"Run_Up4Del_Promoter",0.559078179635239,1.12877368442096,3,36,10,130,"Thyroid"
"Run_Up4Del_Promoter",NA,NA,NA,NA,NA,NA,"Uterus"
"Run_Up4Del_Promoter",NA,NA,NA,NA,NA,NA,"Vagina"
"Run_Up4Del_Promoter",0.50836190715281,1.18240457234371,5,43,12,113,"Whole_Blood"
"Run_Down4Del_Promoter",0.832644935359018,0.61598807076811,2,22,10,79,"Adipose_Subcutaneous"
"Run_Down4Del_Promoter",0.245337995337995,3.34995870184667,2,16,4,66,"Adipose_Visceral_Omentum"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Adrenal_Gland"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Artery_Aorta"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Artery_Coronary"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Artery_Tibial"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Amygdala"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Anterior_cingulate_cortex_BA24"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Caudate_basal_ganglia"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Cerebellar_Hemisphere"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Cerebellum"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Cortex"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Frontal_Cortex_BA9"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Hippocampus"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Hypothalamus"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Nucleus_accumbens_basal_ganglia"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Putamen_basal_ganglia"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Spinal_cord_cervical_c-1"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Substantia_nigra"
"Run_Down4Del_Promoter",0.831999237659615,0.58952794406221,1,14,6,57,"Breast_Mammary_Tissue"
"Run_Down4Del_Promoter",0.865449452543081,0.507771244909473,1,24,6,87,"Cells_Cultured_fibroblasts"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Cells_EBV-transformed_lymphocytes"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Colon_Sigmoid"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Colon_Transverse"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Esophagus_Gastroesophageal_Junction"
"Run_Down4Del_Promoter",0.933875123606353,0.350617528282075,1,22,8,80,"Esophagus_Mucosa"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Esophagus_Muscularis"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Heart_Atrial_Appendage"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Heart_Left_Ventricle"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Kidney_Cortex"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Liver"
"Run_Down4Del_Promoter",0.922884736776776,0.377157412025706,1,15,10,71,"Lung"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Minor_Salivary_Gland"
"Run_Down4Del_Promoter",0.82052535851057,0.610836277579274,1,15,7,72,"Muscle_Skeletal"
"Run_Down4Del_Promoter",0.958047311722762,0.292673628447809,1,20,11,85,"Nerve_Tibial"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Ovary"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Pancreas"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Pituitary"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Prostate"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Skin_Not_Sun_Exposed_Suprapubic"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Skin_Sun_Exposed_Lower_leg"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Small_Intestine_Terminal_Ileum"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Spleen"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Stomach"
"Run_Down4Del_Promoter",0.39725308371971,1.94030114709181,2,19,5,72,"Testis"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Thyroid"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Uterus"
"Run_Down4Del_Promoter",NA,NA,NA,NA,NA,NA,"Vagina"
"Run_Down4Del_Promoter",0.868061551385148,0.54951473679991,2,17,13,73,"Whole_Blood"
"Run_All-same_Promoter",0.947971329672302,0.542726525277834,6,87,53,478,"Adipose_Subcutaneous"
"Run_All-same_Promoter",0.817451036209904,0.693667467001925,4,63,31,366,"Adipose_Visceral_Omentum"
"Run_All-same_Promoter",0.906228423033167,0.487039853964118,2,41,21,240,"Adrenal_Gland"
"Run_All-same_Promoter",0.995041498873186,0.244666290777249,2,66,39,392,"Artery_Aorta"
"Run_All-same_Promoter",0.878666311996129,0.474019910336372,1,30,11,177,"Artery_Coronary"
"Run_All-same_Promoter",0.976386188790393,0.473415856382158,6,98,54,494,"Artery_Tibial"
"Run_All-same_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Amygdala"
"Run_All-same_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Anterior_cingulate_cortex_BA24"
"Run_All-same_Promoter",0.945999704571408,0.329353383961138,1,38,15,222,"Brain_Caudate_basal_ganglia"
"Run_All-same_Promoter",0.838849526462398,0.605188625905153,2,46,19,289,"Brain_Cerebellar_Hemisphere"
"Run_All-same_Promoter",0.953018033239255,0.393678394005955,2,58,25,334,"Brain_Cerebellum"
"Run_All-same_Promoter",0.853244909324472,0.580569682184136,2,46,18,266,"Brain_Cortex"
"Run_All-same_Promoter",0.637631887991826,0.975868507668889,2,35,12,206,"Brain_Frontal_Cortex_BA9"
"Run_All-same_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Hippocampus"
"Run_All-same_Promoter",0.805553773793169,0.636048363826342,1,26,8,144,"Brain_Hypothalamus"
"Run_All-same_Promoter",0.836306236803347,0.561788500794757,1,31,12,227,"Brain_Nucleus_accumbens_basal_ganglia"
"Run_All-same_Promoter",0.794483739196869,0.659269287740017,1,34,8,193,"Brain_Putamen_basal_ganglia"
"Run_All-same_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Spinal_cord_cervical_c-1"
"Run_All-same_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Substantia_nigra"
"Run_All-same_Promoter",0.94702838886864,0.407708549192057,2,53,26,326,"Breast_Mammary_Tissue"
"Run_All-same_Promoter",0.987638492708564,0.431859491743389,6,106,59,540,"Cells_Cultured_fibroblasts"
"Run_All-same_Promoter",NA,NA,NA,NA,NA,NA,"Cells_EBV-transformed_lymphocytes"
"Run_All-same_Promoter",0.947623850047137,0.45453878341679,3,63,30,335,"Colon_Sigmoid"
"Run_All-same_Promoter",0.910811892559664,0.526019927644005,3,61,29,351,"Colon_Transverse"
"Run_All-same_Promoter",0.992025132514843,0.191079782910936,1,46,29,314,"Esophagus_Gastroesophageal_Junction"
"Run_All-same_Promoter",0.989288400017805,0.333148127751907,3,76,46,467,"Esophagus_Mucosa"
"Run_All-same_Promoter",0.959244548196083,0.46713627887161,4,77,41,429,"Esophagus_Muscularis"
"Run_All-same_Promoter",0.93333954574979,0.483937857551776,3,62,29,335,"Heart_Atrial_Appendage"
"Run_All-same_Promoter",NA,NA,NA,NA,NA,NA,"Heart_Left_Ventricle"
"Run_All-same_Promoter",NA,NA,NA,NA,NA,NA,"Kidney_Cortex"
"Run_All-same_Promoter",NA,NA,NA,NA,NA,NA,"Liver"
"Run_All-same_Promoter",0.925569066867002,0.560340463808772,5,70,45,401,"Lung"
"Run_All-same_Promoter",0.808828886898595,0.629274984808189,1,24,8,132,"Minor_Salivary_Gland"
"Run_All-same_Promoter",0.988748171657099,0.399791911156173,5,84,54,442,"Muscle_Skeletal"
"Run_All-same_Promoter",0.995454013158943,0.327602626382651,4,92,55,510,"Nerve_Tibial"
"Run_All-same_Promoter",0.853713942488135,0.526731070984531,1,25,11,161,"Ovary"
"Run_All-same_Promoter",NA,NA,NA,NA,NA,NA,"Pancreas"
"Run_All-same_Promoter",0.89084876540249,0.515059522870329,2,42,20,245,"Pituitary"
"Run_All-same_Promoter",NA,NA,NA,NA,NA,NA,"Prostate"
"Run_All-same_Promoter",0.987104792078958,0.344183437760152,3,77,45,475,"Skin_Not_Sun_Exposed_Suprapubic"
"Run_All-same_Promoter",0.984592365160854,0.393245392830077,4,87,51,517,"Skin_Sun_Exposed_Lower_leg"
"Run_All-same_Promoter",0.979502622658613,0.238139920125531,1,36,18,194,"Small_Intestine_Terminal_Ileum"
"Run_All-same_Promoter",0.759425457786248,0.76982278346314,4,56,28,320,"Spleen"
"Run_All-same_Promoter",0.957953463958233,0.302106613712877,1,39,19,263,"Stomach"
"Run_All-same_Promoter",NA,NA,NA,NA,NA,NA,"Testis"
"Run_All-same_Promoter",0.994150004957724,0.302990112932724,3,90,47,520,"Thyroid"
"Run_All-same_Promoter",NA,NA,NA,NA,NA,NA,"Uterus"
"Run_All-same_Promoter",NA,NA,NA,NA,NA,NA,"Vagina"
"Run_All-same_Promoter",0.66880440609599,0.897398115305415,8,69,52,414,"Whole_Blood"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Adipose_Subcutaneous"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Adipose_Visceral_Omentum"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Adrenal_Gland"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Artery_Aorta"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Artery_Coronary"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Artery_Tibial"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Amygdala"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Anterior_cingulate_cortex_BA24"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Caudate_basal_ganglia"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Cerebellar_Hemisphere"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Cerebellum"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Cortex"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Frontal_Cortex_BA9"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Hippocampus"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Hypothalamus"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Nucleus_accumbens_basal_ganglia"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Putamen_basal_ganglia"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Spinal_cord_cervical_c-1"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Brain_Substantia_nigra"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Breast_Mammary_Tissue"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Cells_Cultured_fibroblasts"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Cells_EBV-transformed_lymphocytes"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Colon_Sigmoid"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Colon_Transverse"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Esophagus_Gastroesophageal_Junction"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Esophagus_Mucosa"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Esophagus_Muscularis"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Heart_Atrial_Appendage"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Heart_Left_Ventricle"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Kidney_Cortex"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Liver"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Lung"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Minor_Salivary_Gland"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Muscle_Skeletal"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Nerve_Tibial"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Ovary"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Pancreas"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Pituitary"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Prostate"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Skin_Not_Sun_Exposed_Suprapubic"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Skin_Sun_Exposed_Lower_leg"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Small_Intestine_Terminal_Ileum"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Spleen"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Stomach"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Testis"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Thyroid"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Uterus"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Vagina"
"Run_All-delayed_Promoter",NA,NA,NA,NA,NA,NA,"Whole_Blood"
"Run_Up4_Exon",0.957971189683815,0.293210218420759,1,27,10,104,"Adipose_Subcutaneous"
